cluster	chr_name	start	end	tag_count_no_peptide	tag_count_10um_k99a	tag_count_100um_k99a	tag_count_0_1um_pcc	tag_count_10um_pcc
383	chr11	120237071	120237699	25.9	19.6	7.92	14.2	13.3
383	chr11	120315257	120317285	189.4	181.1	61.6	169.8	118.4
383	chr11	120510473	120511773	81.8	64.8	40.7	66.7	57.8
384	chr19	32755511	32757507	165.2	160.6	73.5	140.8	99.4
384	chr19	32904653	32907103	77.6	88.5	56.6	46.9	65.9
384	chr19	32406232	32407530	39.2	42.0	14.7	25.3	16.2
384	chr19	32574419	32575289	48.4	39.2	30.5	43.2	34.7
385	chr3	96268246	96270830	164.4	153.7	62.2	145.7	73.9
385	chr3	96277420	96278860	93.4	97.2	61.1	88.9	67.6
385	chr3	96487259	96488525	68.4	63.9	36.2	51.9	47.4
385	chr3	96499520	96503584	276.2	263.2	113.1	272.3	233.9
386	chr3	123506996	123509802	164.4	160.6	74.7	101.9	71.1
386	chr3	123444640	123445754	43.4	33.8	20.4	23.5	21.4
387	chr5	64931448	64933996	164.4	134.6	75.8	104.3	65.3
387	chr5	64809998	64814124	301.2	263.7	128.9	237.1	123.6
387	chr5	64662147	64663543	57.6	64.8	34.5	50.6	42.2
387	chr5	64779851	64781939	70.9	36.0	29.4	36.4	17.9
387	chr5	64883462	64885948	53.4	74.4	39.6	53.1	37.5
388	chr5	111329809	111332347	164.4	90.8	60.5	105.0	59.5
388	chr5	111159437	111160893	110.1	89.4	54.3	88.3	67.6
389	chr15	58133519	58135631	164.4	158.8	73.5	129.7	87.2
389	chr15	57837754	57839570	97.6	79.8	53.2	72.2	43.3
389	chr15	57974695	57976809	123.5	123.2	94.4	126.6	78.0
390	chr15	101282903	101285021	164.4	151.5	74.1	150.0	123.0
390	chr15	101133850	101135996	114.3	92.6	58.3	79.0	80.9
390	chr15	101113293	101114055	16.7	21.4	11.9	22.8	15.6
391	chr1	128357352	128360802	163.5	154.6	26.0	155.0	15.6
392	chr5	100568657	100573029	163.5	159.7	70.7	138.9	127.1
392	chr5	100635424	100639078	165.2	125.0	91.6	147.0	139.2
393	chr5	124326376	124328840	163.5	155.1	51.5	75.3	64.1
393	chr5	124074842	124085370	666.6	508.2	46.4	381.6	316.5
394	chr19	38052820	38055198	163.5	151.5	47.5	138.3	80.9
394	chr19	37813908	37814828	31.7	24.6	15.8	27.2	25.4
395	chr6	70845392	70848062	162.7	94.4	68.4	83.4	77.4
396	chr6	113418361	113420441	162.7	126.4	76.3	120.4	89.5
396	chr6	113468844	113469596	32.5	29.7	19.8	33.3	24.8
396	chr6	113748492	113749952	77.6	52.9	22.1	66.7	46.2
397	chr1	66861200	66864886	161.9	116.8	25.4	148.8	39.3
398	chr8	85839384	85841804	161.9	142.8	54.9	64.2	116.1
399	chr16	91595931	91598675	161.9	98.5	66.2	107.4	92.4
399	chr16	91537426	91539086	78.4	56.6	43.5	55.0	47.9
400	chr1	165192402	165195534	161.0	156.0	77.5	159.9	89.0
400	chr1	164881328	164882872	61.7	57.9	14.7	56.2	21.4
400	chr1	164958845	164961027	95.1	97.2	71.8	109.9	75.7
400	chr1	165711722	165712548	28.4	22.4	17.5	23.5	18.5
401	chr2	180588409	180591155	161.0	93.1	110.3	130.9	73.9
401	chr2	180275944	180277914	142.7	122.7	98.4	129.7	94.2
401	chr2	180730762	180733686	145.2	121.3	95.6	130.3	80.3
402	chr3	84580531	84583045	161.0	137.3	35.6	63.6	45.1
402	chr3	84190091	84191523	90.1	87.1	22.6	51.9	35.2
403	chr14	57886584	57890578	161.0	158.3	80.3	150.0	124.2
403	chr14	57771939	57773249	40.9	32.8	31.1	26.6	30.6
404	chr15	55903590	55907368	161.0	151.9	107.5	140.2	76.8
405	chr16	18497905	18500053	161.0	137.3	54.9	143.2	98.2
405	chr16	18459309	18461037	100.1	104.9	66.2	87.1	73.4
406	chr19	34601232	34602940	161.0	121.8	0.0	95.1	46.2
406	chr19	34612220	34612720	12.5	13.2	0.0	7.41	0.0
407	chr3	107099976	107103032	160.2	153.7	93.3	145.7	68.7
407	chr3	107089347	107092299	125.1	125.9	93.3	117.3	87.2
407	chr3	107233150	107234312	49.2	49.7	29.4	50.6	31.8
408	chr8	123064505	123066951	160.2	158.3	49.2	146.3	60.7
408	chr8	122869981	122871175	40.0	34.7	9.05	34.0	28.3
408	chr8	123008892	123010026	40.9	32.8	15.3	27.8	17.9
409	chr9	44318202	44321170	160.2	89.9	76.3	102.5	72.2
409	chr9	44645287	44647125	70.1	35.1	27.7	42.0	27.7
410	chr3	93442997	93446115	159.4	124.5	38.5	115.5	43.3
411	chr5	72165879	72168245	159.4	146.9	60.5	130.3	105.1
411	chr5	72159183	72163351	233.6	179.7	142.5	173.5	120.7
412	chr5	113771562	113773836	159.4	144.2	75.8	151.9	82.0
412	chr5	113841538	113843366	96.8	89.9	79.2	89.5	38.7
412	chr5	113834990	113837862	72.6	62.0	60.5	93.9	53.7
412	chr5	113859208	113860306	46.7	50.6	28.8	46.9	32.3
413	chr9	78107827	78110401	159.4	153.3	77.5	126.0	89.5
413	chr9	78527185	78528911	73.4	73.9	43.5	88.9	56.0
413	chr9	78520879	78522751	131.8	157.8	89.9	139.5	121.9
413	chr9	77749938	77751902	138.5	131.8	67.3	127.8	99.4
414	chr14	8171963	8174431	159.4	142.8	57.1	138.3	57.2
414	chr14	7997238	7998052	51.7	39.2	27.1	37.7	32.9
414	chr14	7844224	7845252	23.4	22.8	10.2	26.6	14.4
415	chr17	46888440	46892500	159.4	102.6	83.1	103.7	79.1
415	chr17	46835046	46836080	26.7	9.12	12.4	18.5	13.3
416	chr17	69383787	69385187	159.4	124.5	76.3	114.2	93.0
416	chr17	69395785	69397329	59.2	54.3	36.8	37.0	38.1
417	chr2	154611845	154615541	158.5	139.1	112.0	32.7	69.3
418	chr3	108209442	108211724	158.5	85.8	71.3	136.5	75.7
419	chr5	130142968	130145074	158.5	133.7	50.3	124.1	78.6
419	chr5	130204060	130205856	63.4	42.0	22.6	48.8	36.4
420	chr10	122679604	122681534	158.5	124.1	79.2	144.5	90.1
420	chr10	122814719	122815785	54.2	43.8	47.5	55.0	39.9
420	chr10	122756870	122758594	69.2	55.2	46.4	80.3	60.1
420	chr10	122651720	122652568	46.7	37.4	32.8	37.0	30.0
420	chr10	122798902	122802102	146.0	147.4	110.3	156.8	117.3
420	chr10	122727064	122727966	35.9	26.0	19.2	24.1	27.1
421	chr16	32429656	32432616	158.5	141.9	78.0	144.5	75.1
421	chr16	32113015	32114361	49.2	50.6	20.4	56.8	33.5
421	chr16	32129048	32131662	143.5	140.1	107.5	137.1	104.6
421	chr16	32515914	32517208	85.9	59.3	47.5	63.6	52.0
422	chr18	61397975	61401269	158.5	122.7	24.9	92.6	34.7
423	chr2	13270443	13272705	157.7	122.7	0.0	127.2	109.2
423	chr2	13412380	13415012	64.2	59.8	0.0	84.0	80.9
424	chr6	83793858	83796060	157.7	143.7	0.0	157.4	131.7
424	chr6	83421586	83423058	45.1	61.1	0.0	49.4	49.1
425	chr16	13818336	13820836	157.7	156.9	74.1	154.4	110.9
425	chr16	13436871	13438975	145.2	125.5	86.0	120.4	109.8
426	chr18	32239066	32241486	157.7	147.4	0.0	150.7	128.8
427	chr3	90431731	90433815	156.9	132.8	69.0	133.4	97.6
427	chr3	90245246	90246234	23.4	25.1	18.1	22.2	22.0
427	chr3	90446332	90447612	67.6	72.1	30.5	59.9	32.3
428	chr5	104045758	104048418	156.9	95.3	64.5	75.9	89.0
429	chr8	70526484	70528930	156.9	154.2	48.1	138.3	48.5
430	chr11	34832502	34834842	156.9	121.8	0.0	138.9	104.0
430	chr11	34761717	34763333	48.4	60.2	0.0	34.6	45.6
431	chr1	91397004	91399668	156.0	131.4	78.0	138.9	61.8
431	chr1	91756973	91757779	15.0	10.9	7.92	8.64	8.09
432	chr8	57652559	57654683	156.0	108.1	66.7	95.1	72.2
432	chr8	57353440	57354076	13.3	11.9	8.48	10.5	8.09
432	chr8	57799642	57801602	72.6	85.3	46.9	66.1	45.1
433	chr10	59614604	59617584	156.0	128.6	61.1	103.1	83.8
433	chr10	59656568	59657406	11.7	14.1	8.48	11.7	11.0
433	chr10	59919958	59922418	106.0	75.7	70.7	90.1	67.6
433	chr10	59379493	59381469	127.7	81.7	56.6	75.3	63.5
433	chr10	59562007	59563009	24.2	14.1	13.0	9.88	13.9
434	chr10	128820846	128823244	156.0	138.7	57.7	124.1	77.4
434	chr10	128577759	128578793	28.4	22.8	16.4	23.5	14.4
435	chr11	19923335	19926737	156.0	77.6	39.0	77.8	61.8
436	chr17	33554038	33558352	156.0	66.1	0.0	79.0	49.7
437	chr1	171502113	171505403	155.2	137.3	56.0	129.0	62.4
438	chr5	145189865	145191939	155.2	122.7	76.9	139.5	117.8
438	chr5	145280938	145281988	67.6	52.0	39.0	61.1	57.2
439	chr6	91514548	91516752	155.2	154.6	70.7	145.1	56.0
439	chr6	91971079	91972557	38.4	29.2	15.8	32.1	20.8
439	chr6	91678510	91679972	101.8	101.3	75.2	92.6	68.7
440	chr6	147091921	147094265	155.2	103.1	71.8	134.6	102.8
440	chr6	147098151	147100909	191.9	163.3	104.6	158.7	80.9
441	chr7	78718955	78721835	155.2	0.0	0.0	140.8	0.0
441	chr7	78595838	78596338	10.8	0.0	0.0	9.26	0.0
442	chr7	104312361	104316689	155.2	117.7	35.6	107.4	50.3
443	chr8	106209320	106211842	155.2	127.7	60.5	82.1	61.8
444	chr9	65825886	65828388	155.2	143.7	69.0	93.2	69.3
444	chr9	66274616	66275706	38.4	41.1	23.2	29.0	23.1
444	chr9	65535431	65537233	88.4	66.1	49.8	58.0	51.4
445	chr10	128269842	128272838	155.2	116.8	56.6	143.2	87.2
445	chr10	128503617	128505497	78.4	72.1	25.4	80.3	73.9
445	chr10	128577759	128578793	28.4	22.8	16.4	23.5	14.4
446	chr2	94405572	94408466	154.4	80.3	62.8	82.1	56.6
447	chr2	112237767	112240977	154.4	72.1	56.6	80.3	67.0
448	chr4	125083941	125086157	154.4	120.0	52.6	0.0	58.3
449	chr5	115299019	115301623	154.4	80.3	48.6	82.7	61.2
450	chr10	71236515	71239859	154.4	130.9	84.8	75.9	64.1
450	chr10	71291676	71292840	40.0	28.7	19.8	24.1	27.1
451	chr11	94675208	94678758	154.4	98.1	50.3	97.6	55.5
451	chr11	94590716	94592566	113.5	73.0	63.9	90.1	54.9
451	chr11	94992789	95001607	585.7	489.0	147.0	458.8	214.9
452	chr2	5950137	5953591	153.5	85.8	73.0	79.0	70.5
452	chr2	5706372	5708132	60.9	42.4	44.7	40.8	36.4
453	chr9	44881390	44883072	153.5	145.1	71.3	105.6	82.0
453	chr9	44606327	44610417	211.1	240.4	165.7	203.8	183.1
453	chr9	44483722	44490364	377.1	353.1	250.5	301.9	244.9
454	chr11	95857555	95860013	153.5	146.4	45.8	146.3	48.5
455	chr17	8282780	8285908	153.5	64.8	24.9	110.5	32.9
456	chr5	121451490	121453834	152.7	78.0	55.4	68.5	68.7
457	chr10	63428359	63430803	152.7	101.3	75.8	150.0	82.6
458	chr15	98564773	98568721	152.7	94.9	76.3	98.8	85.5
458	chr15	98181115	98182179	60.9	42.9	34.5	55.6	43.3
458	chr15	98893933	98894879	60.1	33.3	44.1	49.4	34.7
458	chr15	98484492	98485118	22.5	14.1	12.4	13.6	12.7
458	chr15	98622109	98623891	72.6	66.1	49.2	57.4	46.8
459	chr2	120969219	120971393	151.8	136.9	0.0	129.7	86.1
459	chr2	120628225	120629601	49.2	52.0	0.0	51.9	23.7
460	chr3	122418642	122421214	151.8	115.4	63.9	115.5	72.8
461	chr4	41755086	41757326	151.8	124.5	0.0	114.2	89.5
462	chr6	99664675	99667011	151.8	136.4	94.4	111.8	69.9
462	chr6	99256695	99259251	99.3	83.0	68.4	82.1	71.6
462	chr6	99283205	99284379	53.4	58.4	39.0	46.9	38.7
462	chr6	99387006	99390132	131.0	124.5	100.1	139.5	100.5
462	chr6	99373688	99376886	161.9	145.1	118.2	134.6	121.3
462	chr6	99401085	99402659	70.9	42.9	48.1	56.8	49.1
462	chr6	99426686	99427596	38.4	36.5	36.2	23.5	21.4
462	chr6	99655027	99656201	86.8	82.1	74.7	68.5	54.9
462	chr6	99484365	99486719	104.3	94.4	75.8	90.8	63.0
463	chr7	126694923	126697691	151.8	144.2	75.2	119.2	77.4
463	chr7	127027571	127028715	71.8	75.7	37.3	61.1	39.9
463	chr7	126197243	126199281	112.6	109.0	61.1	96.9	69.9
463	chr7	126481861	126483417	49.2	52.0	21.5	45.1	39.3
463	chr7	126535558	126536482	17.5	14.6	14.1	19.1	10.4
464	chr8	34107356	34109752	151.8	123.6	90.5	146.3	63.0
464	chr8	33902378	33903464	50.1	35.1	29.4	33.3	31.8
464	chr8	34123436	34124744	85.9	92.2	34.5	63.0	42.7
464	chr8	34214867	34217347	148.5	93.1	100.7	122.9	88.4
464	chr8	34622358	34623392	31.7	28.7	21.5	35.2	14.4
465	chr2	30123278	30125398	151.0	110.9	74.1	122.3	116.7
465	chr2	30257123	30259843	134.3	120.9	105.2	121.6	112.6
465	chr2	29819523	29820897	69.2	63.0	32.2	56.8	40.4
466	chr6	54991463	54993955	151.0	141.9	117.1	143.2	72.2
466	chr6	54684225	54685549	47.6	36.0	43.0	43.2	34.1
466	chr6	54698795	54700419	163.5	164.7	113.1	153.7	118.4
466	chr6	54758412	54762544	116.0	125.9	52.6	129.7	45.6
466	chr6	54818272	54821964	221.1	236.8	156.7	203.8	172.7
467	chr12	40445327	40447785	151.0	73.0	49.2	71.0	61.2
468	chr13	55016233	55019837	151.0	104.9	78.0	99.4	38.1
469	chr13	100730112	100731872	151.0	90.8	65.0	139.5	98.2
469	chr13	100789788	100790824	35.0	29.2	18.1	37.0	22.0
470	chr5	75041522	75043932	150.2	134.6	78.6	138.9	71.1
470	chr5	75066481	75068239	101.8	109.0	74.1	95.7	67.0
471	chr7	145281930	145284742	150.2	104.9	59.4	122.3	106.3
472	chr8	123477691	123479819	150.2	147.4	32.2	148.2	137.5
473	chr14	54684938	54687678	150.2	99.5	73.5	93.2	53.7
473	chr14	54705078	54706400	40.0	22.8	21.5	23.5	28.3
473	chr14	54527749	54528991	65.9	57.9	30.0	56.2	27.7
474	chr16	44137310	44139224	150.2	125.9	74.7	122.9	69.3
474	chr16	44062855	44063791	32.5	34.2	17.5	36.4	8.66
474	chr16	44189582	44190348	29.2	29.2	23.2	25.9	18.5
475	chr4	144892056	144895354	149.3	132.3	69.6	128.4	86.1
475	chr4	144995354	144996806	25.9	37.0	14.7	25.3	26.0
476	chr7	82867736	82869998	149.3	111.8	53.2	122.3	73.4
477	chr7	109750290	109753866	149.3	98.5	70.1	89.5	74.5
478	chr9	65908031	65910597	149.3	124.1	81.4	111.8	57.2
478	chr9	66274616	66275706	38.4	41.1	23.2	29.0	23.1
478	chr9	65535431	65537233	88.4	66.1	49.8	58.0	51.4
479	chr9	123112262	123114500	149.3	0.0	69.0	95.7	89.0
480	chr18	67243647	67246871	149.3	133.2	40.7	135.2	37.5
480	chr18	67211998	67213314	64.2	66.6	0.0	66.1	0.0
481	chr1	75190589	75193631	148.5	143.7	39.0	45.7	27.1
482	chr5	100845340	100847366	148.5	144.2	64.5	127.2	110.9
482	chr5	100635424	100639078	165.2	125.0	91.6	147.0	139.2
483	chr5	117119275	117121503	148.5	139.6	68.4	115.5	77.4
483	chr5	117510016	117512014	100.1	74.8	49.8	88.3	61.8
483	chr5	117307545	117308045	16.7	10.5	12.4	13.0	9.24
484	chr5	120905169	120909247	148.5	147.8	84.8	114.2	64.1
484	chr5	120620765	120622911	99.3	96.7	67.9	82.1	56.0
484	chr5	120631012	120631640	27.5	24.6	16.4	25.9	12.7
485	chr17	32786305	32789227	148.5	105.4	48.6	23.5	30.6
486	chr17	47737605	47740051	148.5	134.6	73.5	114.8	86.6
486	chr17	47526592	47529268	120.1	92.2	75.8	77.8	64.1
486	chr17	47908911	47910943	84.3	82.1	48.1	84.6	63.0
486	chr17	47628384	47629190	58.4	51.1	39.6	48.2	52.0
486	chr17	47873144	47874194	35.9	37.9	11.9	38.3	22.5
486	chr17	47941933	47943719	26.7	32.8	18.1	21.6	22.5
486	chr17	48041345	48042885	75.1	82.1	65.0	63.6	65.3
486	chr17	48001392	48002680	83.4	81.7	60.5	69.2	68.2
486	chr17	47394877	47396623	112.6	104.0	84.8	109.9	77.4
486	chr17	48095600	48099696	88.4	109.9	38.5	89.5	43.3
487	chr18	80255156	80258122	148.5	144.6	56.6	144.5	70.5
487	chr18	80695620	80697196	82.6	68.9	44.1	75.9	46.2
488	chr2	112366952	112368754	147.7	131.4	0.0	113.0	0.0
488	chr2	112508167	112509849	41.7	37.0	11.9	27.2	0.0
489	chr3	67581640	67584286	147.7	108.1	70.1	106.2	73.4
490	chr3	142393363	142395763	147.7	123.6	57.7	127.2	58.9
490	chr3	142546529	142547311	21.7	19.6	7.92	18.5	13.3
490	chr3	142899109	142900265	50.9	37.4	24.3	36.4	30.6
491	chr4	59580952	59583316	147.7	133.7	56.0	131.5	56.0
491	chr4	59538657	59539833	20.9	20.5	13.6	21.0	12.1
491	chr4	59310424	59311258	21.7	23.7	11.9	15.4	12.7
491	chr4	59277665	59279547	33.4	47.4	16.4	38.9	26.0
492	chr6	54680292	54682760	147.7	117.7	41.3	97.6	45.1
492	chr6	54827734	54829204	55.9	31.5	33.9	30.3	12.7
492	chr6	54758412	54762544	116.0	125.9	52.6	129.7	45.6
493	chr11	70763181	70765949	147.7	121.3	26.6	142.0	0.0
494	chr13	55321266	55323912	147.7	105.8	71.3	83.4	68.2
494	chr13	55471131	55471949	32.5	35.6	14.1	27.8	16.2
495	chr7	116031345	116035201	146.8	106.3	26.0	109.3	78.6
496	chr10	62448844	62450636	146.8	120.0	40.2	82.7	24.8
497	chr11	60912576	60915114	146.8	141.9	0.0	134.0	118.4
498	chr2	71787936	71791178	146.0	78.9	39.6	135.2	56.6
498	chr2	71799157	71801897	123.5	70.7	0.0	95.7	50.3
498	chr2	71874250	71877276	160.2	129.1	28.3	113.0	87.2
499	chr5	135008264	135011088	146.0	146.0	41.9	143.9	102.2
499	chr5	135133604	135135106	80.9	81.7	50.3	94.5	60.7
500	chr6	134829173	134832923	146.0	79.8	26.6	112.4	61.8
501	chr7	6361988	6363998	146.0	141.0	41.9	113.6	0.0
502	chr7	119719657	119721539	146.0	116.3	68.4	114.8	90.7
503	chr8	95080145	95082687	146.0	126.4	44.1	117.3	53.1
503	chr8	94870199	94871853	90.9	82.1	34.5	72.2	46.8
503	chr8	95320431	95321503	69.2	48.4	20.4	61.1	40.4
503	chr8	95368835	95370283	40.9	32.4	20.9	47.5	25.4
504	chr11	5259949	5262685	146.0	141.4	58.3	101.3	71.6
504	chr11	5410851	5412679	75.9	60.2	50.9	51.9	42.2
504	chr11	5415021	5417295	90.1	69.8	58.3	76.6	54.3
505	chr11	113682396	113685138	146.0	85.8	54.3	0.0	124.8
506	chr13	33963833	33965541	146.0	138.7	67.9	134.6	93.6
506	chr13	34148870	34149846	65.9	61.6	40.7	41.4	35.2
507	chr13	99343745	99345807	146.0	134.6	67.9	130.3	115.0
507	chr13	98944429	98945497	41.7	49.7	28.3	41.4	38.1
507	chr13	99474934	99475700	22.5	21.4	19.8	21.0	23.7
507	chr13	99503132	99504396	45.1	38.3	30.5	48.8	37.5
508	chr11	103412015	103414169	145.2	125.9	101.2	132.8	58.9
508	chr11	103141225	103143271	75.9	79.8	59.4	62.4	48.5
508	chr11	103246952	103247854	17.5	21.4	15.3	14.8	13.3
509	chr18	11656765	11658889	145.2	142.3	45.8	131.5	104.0
510	chr18	77773380	77776222	145.2	131.8	24.3	119.8	65.9
511	chrX	98148712	98152932	145.2	138.7	67.9	123.5	95.3
512	chr4	145193331	145195651	144.3	120.4	68.4	123.5	91.3
512	chr4	144995354	144996806	25.9	37.0	14.7	25.3	26.0
512	chr4	145228391	145231369	101.8	105.4	99.0	127.8	61.2
512	chr4	145234859	145237261	65.9	52.0	55.4	86.4	58.9
512	chr4	145584489	145587007	108.5	78.5	35.6	92.6	39.9
513	chr5	28317366	28320878	144.3	107.7	51.5	109.9	90.1
513	chr5	28167518	28169616	110.1	94.0	41.9	79.0	56.0
514	chr5	121837587	121839717	144.3	111.3	56.6	90.8	60.7
515	chr6	73247435	73249323	144.3	120.4	70.7	122.9	58.9
515	chr6	72897860	72898650	39.2	43.3	18.7	43.2	28.9
515	chr6	73253854	73256266	130.2	78.9	52.0	71.0	58.3
516	chr7	30231050	30233534	144.3	128.6	0.0	109.9	41.6
516	chr7	30176352	30177014	20.0	18.7	0.0	17.9	10.4
517	chr1	58584503	58586747	143.5	63.9	48.6	59.3	49.1
518	chr3	89182263	89185281	143.5	0.0	20.4	112.4	15.6
518	chr3	89299050	89299732	34.2	0.0	0.0	28.4	0.0
519	chr8	116977919	116980187	143.5	126.8	0.0	138.3	102.8
519	chr8	116586495	116589049	126.0	111.8	0.0	113.6	73.4
519	chr8	117033419	117034055	18.4	13.2	0.0	11.7	10.4
519	chr8	117281562	117283020	73.4	88.5	27.1	91.4	55.5
520	chr11	16950491	16952269	143.5	128.6	0.0	106.2	113.8
521	chr11	107025534	107029084	143.5	133.7	74.1	63.0	82.6
521	chr11	106761809	106763833	94.3	65.7	55.4	60.5	56.0
521	chr11	107100928	107103682	141.0	106.7	80.3	102.5	83.8
522	chr12	100186643	100188871	143.5	119.5	100.7	121.6	54.9
522	chr12	100626584	100627346	23.4	17.8	14.7	19.8	10.4
522	chr12	100200933	100203135	125.1	152.4	82.0	134.6	88.4
522	chr12	100164742	100165870	40.9	37.9	21.5	28.4	19.1
523	chr14	118136432	118138470	143.5	124.1	41.9	0.0	49.7
524	chr19	55098154	55100084	143.5	103.6	83.1	122.9	44.5
524	chr19	55218279	55219031	44.2	31.9	29.4	27.8	27.1
525	chr1	21961183	21963293	142.7	123.2	70.1	129.0	89.5
525	chr1	21829612	21830514	52.6	47.4	39.6	44.5	39.9
526	chr1	60094793	60098021	142.7	118.2	58.3	82.7	66.4
527	chr2	150786004	150788374	142.7	141.4	71.3	142.6	99.4
528	chr6	48443163	48446049	142.7	138.7	56.6	130.3	53.7
528	chr6	48601225	48603187	134.3	129.1	83.7	124.1	83.2
529	chr13	23530413	23533067	142.7	121.8	55.4	121.6	43.3
530	chr14	70099146	70101358	142.7	116.3	51.5	132.8	125.9
530	chr14	69977812	69980502	105.1	90.3	74.1	109.9	93.0
530	chr14	70055594	70058670	146.8	139.1	105.2	172.3	143.3
530	chr14	70065121	70067399	126.0	112.7	92.8	125.3	101.7
531	chr17	25254563	25258067	142.7	83.9	73.5	142.6	38.1
532	chr17	25784873	25786361	142.7	138.2	58.3	114.8	98.2
532	chr17	25474471	25475525	48.4	65.7	26.6	62.4	36.4
532	chr17	26011504	26012312	30.0	31.9	20.9	33.3	15.0
532	chr17	25983265	25986607	138.5	164.7	61.6	177.8	138.1
533	chr3	86546221	86548031	141.8	122.7	26.6	122.3	61.8
533	chr3	86758193	86759603	54.2	56.6	15.8	64.2	25.4
534	chr4	116073105	116075509	141.8	108.6	65.0	117.9	99.4
535	chr8	94836704	94839448	141.8	120.4	66.2	102.5	87.8
535	chr8	94870199	94871853	90.9	82.1	34.5	72.2	46.8
535	chr8	95320431	95321503	69.2	48.4	20.4	61.1	40.4
536	chr15	37960172	37962262	141.8	107.2	45.2	103.1	41.6
536	chr15	38199481	38200541	35.9	30.1	24.3	25.9	15.0
537	chr17	66517834	66520582	141.8	93.5	57.1	115.5	73.9
537	chr17	66512265	66514653	26.7	20.1	10.7	38.3	25.4
538	chr1	93342436	93345192	141.0	127.3	63.3	137.1	106.3
538	chr1	93115056	93115980	19.2	21.9	14.7	22.8	17.3
538	chr1	93668523	93669939	70.1	69.8	47.5	77.8	66.4
539	chr2	68860795	68863607	141.0	128.6	62.2	135.2	116.1
539	chr2	68907490	68908916	93.4	81.7	52.6	72.9	61.2
539	chr2	68782618	68783506	62.6	51.5	43.5	49.4	39.3
539	chr2	68931599	68933195	50.1	43.8	18.7	38.9	43.3
540	chr2	119207913	119209983	141.0	106.3	67.3	116.7	101.1
540	chr2	118895408	118898086	151.0	162.9	81.4	157.4	90.7
540	chr2	118975739	118977175	63.4	57.9	40.7	58.7	46.8
541	chr4	134185720	134187858	141.0	133.7	40.7	105.0	89.5
541	chr4	134446718	134447406	19.2	16.4	10.2	9.26	10.4
541	chr4	134114381	134122591	461.4	341.7	190.6	376.6	243.2
542	chr6	65671467	65672791	141.0	136.4	62.8	129.0	75.7
543	chr7	127470393	127473155	141.0	136.9	56.6	78.4	52.6
544	chr11	93954787	93956615	141.0	138.7	32.8	139.5	54.3
544	chr11	94275219	94278173	108.5	108.6	45.2	113.6	40.4
545	chr11	100526890	100529260	141.0	126.8	31.7	103.1	89.0
545	chr11	100570378	100571618	58.4	50.2	0.0	63.6	53.1
545	chr11	100813727	100815773	101.8	63.4	0.0	67.9	58.3
545	chr11	100930852	100932698	116.8	93.1	63.9	92.0	61.2
546	chr1	180903706	180906492	140.2	101.7	61.6	90.1	76.2
546	chr1	180911300	180913148	106.8	59.3	58.8	51.2	39.9
546	chr1	181249789	181250431	19.2	16.0	11.9	16.7	8.66
547	chr2	155825400	155827630	140.2	135.0	88.8	137.7	50.3
547	chr2	155978081	155979859	90.9	87.1	59.4	99.4	73.9
547	chr2	156189931	156191539	74.3	88.0	48.1	79.7	53.1
548	chr4	138972538	138974638	140.2	125.5	49.8	96.9	53.1
548	chr4	139336836	139337820	25.9	23.7	9.05	19.1	10.4
549	chr8	3277743	3280383	140.2	83.0	41.3	88.3	68.2
550	chr10	34018484	34021208	140.2	95.8	69.0	107.4	71.6
551	chr10	34126462	34128826	140.2	110.9	70.1	131.5	79.1
552	chr11	95308297	95311059	140.2	68.4	73.5	93.9	60.7
552	chr11	95353052	95358996	483.9	375.0	253.9	375.4	278.4
552	chr11	95690854	95691766	36.7	20.5	20.4	27.8	18.5
552	chr11	95728203	95730055	75.9	37.4	27.7	28.4	40.4
553	chr19	9133982	9136196	140.2	133.7	64.5	132.1	89.0
553	chr19	8820904	8822940	158.5	154.2	87.1	158.1	117.3
553	chr19	8943264	8946046	109.3	114.5	87.7	135.2	115.0
554	chr1	121430262	121432424	139.3	116.3	48.1	120.4	73.9
555	chr11	58322405	58324471	139.3	139.1	93.3	0.0	116.1
556	chr11	98681712	98684018	139.3	78.5	53.2	61.1	74.5
556	chr11	99104070	99106584	117.6	74.4	26.6	51.2	28.3
556	chr11	99111413	99112615	50.9	31.9	27.1	26.6	31.2
557	chr13	94358110	94360570	139.3	0.0	41.9	121.6	46.8
558	chr5	151367035	151369011	138.5	132.8	46.9	136.5	99.4
558	chr5	151246452	151248188	71.8	73.0	37.9	68.5	36.4
559	chr7	80114183	80116661	138.5	106.3	63.9	117.9	56.0
559	chr7	80122787	80123811	71.8	43.8	46.4	58.7	40.4
559	chr7	80176522	80177152	16.7	8.21	10.7	11.7	8.66
559	chr7	80090288	80093110	85.9	104.0	44.1	79.0	68.2
559	chr7	80031820	80034380	139.3	120.0	84.8	129.0	95.9
559	chr7	80299117	80300311	33.4	19.6	23.8	34.6	16.2
559	chr7	80627857	80629689	121.8	105.4	73.5	99.4	30.6
560	chr7	104350189	104353439	138.5	122.3	51.5	96.9	0.0
561	chr7	132314194	132316762	138.5	126.4	70.7	104.3	61.8
562	chr8	85297412	85300008	138.5	73.4	46.4	67.3	53.7
563	chr12	72663710	72665876	138.5	121.8	87.7	107.4	50.3
564	chr13	49340793	49343161	138.5	128.6	60.5	125.3	60.1
564	chr13	49361960	49363218	21.7	28.3	21.5	29.0	16.8
564	chr13	48976674	48979350	85.1	105.4	56.6	95.7	58.9
